product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason
Fb000527,Dresses,Zara,Winter,S,Pink,132.61,7.4,122.8,06-08-2025,0,4.2,FALSE,
Fb000528,Outerwear,Ann Taylor,Fall,Xl,Pink,234.14,12.1,234.14,06-08-2025,40,1.7,FALSE,
Fb000529,Accessories,H&M,Fall,unknown size,Black,31.86,48.2,16.5,06-08-2025,32,4.5,FALSE,
Fb000530,Accessories,Uniqlo,Spring,unknown size,Gray,15.14,36.7,9.58,23-07-2025,41,3.8,FALSE,
Fb000531,Shoes,H&M,Winter,Xs,Purple,77.72,12.1,77.72,06-08-2025,48,1.1,FALSE,
Fb000532,Accessories,Zara,Spring,unknown size,Gray,78.04,12.1,78.04,09-04-2025,38,4.9,FALSE,
Fb000533,Outerwear,Gap,Fall,M,Brown,169.82,12.1,169.82,06-08-2025,28,4,FALSE,
Fb000534,Bottoms,H&M,Spring,L,White,94.71,38.9,57.87,16-08-2024,39,4.7,FALSE,
Fb000535,Shoes,Ann Taylor,Spring,Xl,Red,112.6,22,87.83,22-07-2025,29,2.1,TRUE,Color Mismatch
Fb000536,Bottoms,Zara,Summer,L,Purple,104.16,12.1,104.16,06-08-2025,21,1.6,FALSE,
Fb000537,Outerwear,Gap,Winter,Xxl,Gray,174.86,12.1,174.86,06-08-2025,15,1.7,FALSE,
Fb000538,Outerwear,Uniqlo,Spring,L,Purple,217.89,49.4,110.25,27-11-2024,42,2.9,FALSE,
Fb000539,Shoes,Mango,Winter,L,Black,123.14,12.1,123.14,06-08-2025,15,1.8,TRUE,Wrong Item
Fb000540,Tops,Ann Taylor,Winter,Xl,Navy,103.96,12.1,103.96,06-08-2025,23,3.3,FALSE,
Fb000541,Dresses,H&M,Spring,Xl,Blue,138.45,12.1,138.45,28-03-2025,18,3.3,FALSE,
Fb000542,Shoes,Gap,Summer,S,Black,165.1,12.1,165.1,06-08-2025,7,2.9,FALSE,
Fb000543,Shoes,Gap,Winter,Xxl,Gray,147.25,12.1,147.25,06-08-2025,15,2.7,FALSE,
Fb000544,Shoes,Uniqlo,Fall,L,Pink,126.23,12.1,126.23,06-08-2025,48,2.1,FALSE,
Fb000545,Outerwear,Ann Taylor,Fall,M,Navy,229.04,12.1,229.04,06-08-2025,5,4.5,FALSE,
Fb000546,Accessories,Ann Taylor,Winter,unknown size,Gray,38.65,32.6,26.05,06-08-2025,46,1.1,FALSE,
Fb000547,Bottoms,Banana Republic,Spring,Xs,Pink,80.82,12.1,80.82,11-02-2025,42,2.9,FALSE,
Fb000548,Accessories,Uniqlo,Spring,unknown size,Beige,56.44,12.1,56.44,18-03-2025,35,4,FALSE,
Fb000549,Dresses,Zara,Fall,M,Beige,121.3,12.1,121.3,06-08-2025,33,2.3,FALSE,
Fb000550,Bottoms,Gap,Fall,unknown size,Black,101.98,28.4,73.02,06-08-2025,40,4.5,FALSE,
Fb000551,Bottoms,Banana Republic,Spring,L,Red,89.99,12.1,89.99,28-02-2025,26,4.1,FALSE,
Fb000552,Shoes,Forever21,Summer,Xxl,Green,64.31,34.5,42.12,06-08-2025,48,4.5,FALSE,
Fb000553,Dresses,Zara,Spring,L,Beige,168.92,12.1,168.92,14-07-2025,11,4.4,FALSE,
Fb000554,Bottoms,Gap,Summer,Xl,Navy,86.46,49.5,43.66,06-08-2025,19,4.3,FALSE,
Fb000555,Tops,Forever21,Winter,Xs,Red,36.84,18.9,29.88,06-08-2025,39,1.2,FALSE,
Fb000556,Tops,Ann Taylor,Spring,Xs,Pink,38.5,12.1,38.5,06-03-2025,2,3.2,FALSE,
Fb000557,Bottoms,Mango,Winter,unknown size,Beige,68.02,37.7,42.38,06-08-2025,40,2.1,FALSE,
Fb000558,Dresses,Uniqlo,Fall,M,Brown,117.23,12.1,117.23,06-08-2025,30,2.9,TRUE,Changed Mind
Fb000559,Tops,Ann Taylor,Spring,S,Navy,79.33,12.1,79.33,30-01-2025,10,3.4,TRUE,Changed Mind
Fb000560,Bottoms,Mango,Summer,L,Green,75.82,42.7,43.44,06-08-2025,11,2,FALSE,
Fb000561,Dresses,Ann Taylor,Spring,M,White,141.42,12.1,141.42,25-03-2025,10,2.5,FALSE,
Fb000562,Shoes,Uniqlo,Spring,L,Black,124.2,12.1,124.2,28-08-2024,24,1,FALSE,
Fb000563,Bottoms,Forever21,Winter,L,Navy,48.42,12.1,48.42,06-08-2025,6,4.3,FALSE,
Fb000564,Dresses,H&M,Fall,Xs,Gray,119.4,12.1,119.4,06-08-2025,45,4.2,FALSE,
Fb000565,Shoes,Mango,Summer,M,Brown,186.07,12.1,186.07,06-08-2025,41,2.6,FALSE,
Fb000566,Shoes,Mango,Summer,Xl,Brown,109.46,12.1,109.46,06-08-2025,38,4.1,FALSE,
Fb000567,Dresses,Gap,Winter,S,Gray,116.18,42.7,66.57,06-08-2025,3,3.5,FALSE,
Fb000568,Accessories,Zara,Winter,unknown size,Green,41.29,26.3,30.43,06-08-2025,5,4.7,FALSE,
Fb000569,Tops,Uniqlo,Winter,S,Green,94.68,45,52.07,06-08-2025,47,2.6,FALSE,
Fb000570,Accessories,Zara,Spring,unknown size,White,48.55,32.7,32.67,01-10-2024,39,2.8,FALSE,
Fb000571,Tops,Gap,Summer,M,Purple,75.22,12.1,75.22,06-08-2025,22,2.1,TRUE,Size Issue
Fb000572,Shoes,H&M,Summer,Xs,White,98.95,312.1.3,68.97,06-08-2025,16,2.9,FALSE,
Fb000573,Tops,H&M,Spring,Xl,Brown,39.56,12.1,39.56,21-01-2025,15,2.9,FALSE,
Fb000574,Outerwear,Uniqlo,Winter,S,White,153.88,12.1,153.88,06-08-2025,42,2.2,FALSE,
Fb000575,Accessories,Ann Taylor,Summer,unknown size,Beige,68.87,12.1,68.87,06-08-2025,9,1.1,FALSE,
Fb000576,Bottoms,Ann Taylor,Fall,M,Pink,25.56,38.9,15.62,06-08-2025,48,2.9,FALSE,
Fb000577,Outerwear,H&M,Fall,Xxl,White,246.49,12.1,246.49,06-08-2025,20,4.8,FALSE,
Fb000578,Accessories,H&M,Fall,unknown size,Green,52.41,12.1,52.41,06-08-2025,14,2.9,FALSE,
Fb000579,Tops,Zara,Summer,M,Navy,33.77,12.1,33.77,06-08-2025,12,3.8,FALSE,
Fb000580,Shoes,H&M,Summer,M,Pink,96.7,12.1,96.7,06-08-2025,28,3,FALSE,
Fb000581,Dresses,H&M,Spring,M,Red,95.81,12.1,95.81,09-05-2025,47,4.9,FALSE,
Fb000582,Tops,Gap,Fall,M,Brown,41.58,12.1,41.58,06-08-2025,3,1.6,FALSE,
Fb000583,Tops,Uniqlo,Summer,Xl,Gray,46.67,6.6,43.59,06-08-2025,35,1.3,TRUE,Quality Issue
Fb000584,Bottoms,Zara,Winter,L,Beige,25.98,59.4,10.55,06-08-2025,40,2.9,FALSE,
Fb000585,Outerwear,Uniqlo,Summer,L,Beige,204.82,14,176.15,06-08-2025,27,3.8,FALSE,
Fb000586,Tops,Zara,Winter,Xxl,Pink,43.43,47.1,22.97,06-08-2025,44,4.7,FALSE,
Fb000587,Accessories,H&M,Summer,unknown size,Blue,40.5,412.1.5,24.1,06-08-2025,25,2.9,FALSE,
Fb000588,Bottoms,Forever21,Winter,M,Red,73.59,16.6,61.37,06-08-2025,34,4,FALSE,
Fb000589,Accessories,Ann Taylor,Summer,unknown size,Navy,17.67,12.1,17.67,06-08-2025,29,4.3,FALSE,
Fb000590,Dresses,Gap,Winter,S,Green,70.01,28,50.41,06-08-2025,23,2.9,FALSE,
Fb000591,Shoes,Mango,Fall,Xs,Red,79.32,33.7,52.59,06-08-2025,38,3,TRUE,Size Issue
Fb000592,Accessories,Zara,Summer,unknown size,Beige,45.24,12.1,45.24,06-08-2025,20,3,TRUE,Quality Issue
Fb000593,Tops,H&M,Summer,Xxl,Red,63.51,13.6,54.87,06-08-2025,19,2.9,FALSE,
Fb000594,Bottoms,Ann Taylor,Winter,Xxl,White,55.23,33.6,36.67,06-08-2025,9,2.9,FALSE,
Fb000595,Dresses,Banana Republic,Fall,M,Navy,137.59,12.1,137.59,06-08-2025,18,2.9,FALSE,
Fb000596,Shoes,H&M,Fall,unknown size,White,65.8,12.1,65.8,06-08-2025,46,3.2,FALSE,
Fb000597,Shoes,Uniqlo,Winter,Xl,Blue,88.42,12.1,88.42,06-08-2025,44,3.4,TRUE,Damaged
Fb000598,Dresses,Mango,Fall,M,Red,75.54,12.1,75.54,06-08-2025,6,4.6,FALSE,
Fb000599,Shoes,H&M,Spring,L,White,185.13,12.1,185.13,09-05-2025,49,4.9,FALSE,
Fb000600,Outerwear,Mango,Fall,L,Black,132.58,12.1,132.58,06-08-2025,45,1.6,FALSE,
Fb000601,Bottoms,Zara,Fall,M,White,93.38,12.1,93.38,06-08-2025,7,3.5,FALSE,
Fb000602,Accessories,Ann Taylor,Fall,unknown size,Black,47.28,12.1,47.28,06-08-2025,38,4.2,FALSE,
Fb000603,Bottoms,Banana Republic,Spring,L,Green,59.88,12.1,59.88,12-10-2024,33,2.9,FALSE,
Fb000604,Dresses,H&M,Winter,Xxl,Black,140.07,12.1,140.07,06-08-2025,15,2.7,FALSE,
Fb000605,Accessories,Uniqlo,Winter,unknown size,Black,66.6,12.1,66.6,06-08-2025,47,4,FALSE,
Fb000606,Accessories,Gap,Summer,unknown size,Purple,39.82,35.4,25.72,06-08-2025,9,4.6,FALSE,
Fb000607,Accessories,Zara,Fall,unknown size,Red,70.74,12.1,70.74,06-08-2025,49,1.8,FALSE,
Fb000608,Dresses,Zara,Spring,M,Red,95.33,12.1,95.33,07-06-2025,36,2.9,TRUE,Quality Issue
Fb000609,Accessories,Forever21,Spring,unknown size,Red,32.62,29.1,23.13,27-07-2025,9,1.4,FALSE,
Fb000610,Bottoms,Mango,Summer,Xl,Purple,41.07,12.1,41.07,06-08-2025,10,4.8,FALSE,
Fb000611,Bottoms,Zara,Winter,Xl,Gray,43.1,12.1,43.1,06-08-2025,34,4.9,FALSE,
Fb000612,Outerwear,Ann Taylor,Winter,Xxl,Navy,102.03,27.9,73.56,06-08-2025,21,2.2,TRUE,Size Issue
Fb000613,Accessories,Mango,Winter,unknown size,Red,54.11,12.1,54.11,06-08-2025,15,2.6,FALSE,
Fb000614,Accessories,Mango,Winter,unknown size,Purple,43.5,12.1,43.5,06-08-2025,35,2.8,FALSE,
Fb000615,Accessories,Banana Republic,Winter,unknown size,Pink,66,12.1,66,06-08-2025,19,2.6,FALSE,
Fb000616,Bottoms,Banana Republic,Summer,M,White,38.85,12.1,38.85,06-08-2025,10,3.8,FALSE,
Fb000617,Accessories,Zara,Summer,unknown size,Beige,61.29,12.1,61.29,06-08-2025,15,4,FALSE,
Fb000618,Bottoms,H&M,Spring,Xs,Beige,90.66,12.1,90.66,20-03-2025,49,2.4,TRUE,Color Mismatch
Fb000619,Dresses,Mango,Fall,Xl,Green,119.96,12.1,119.96,06-08-2025,5,5,FALSE,
Fb000620,Shoes,Forever21,Fall,Xxl,Red,130.21,12.1,130.21,06-08-2025,50,4.7,FALSE,
Fb000621,Tops,Banana Republic,Winter,Xs,Red,49.68,12.1,49.68,06-08-2025,15,2.8,FALSE,
Fb000622,Accessories,Zara,Spring,unknown size,Purple,46.58,12.1,46.58,25-09-2024,42,1.7,FALSE,
Fb000623,Accessories,Mango,Summer,unknown size,Brown,69.88,12.1,69.88,06-08-2025,8,2.8,FALSE,
Fb000624,Accessories,Forever21,Fall,unknown size,Green,32.15,12.1,32.15,06-08-2025,17,1.9,TRUE,Quality Issue
Fb000625,Bottoms,Forever21,Summer,S,Black,36.34,12.1,36.34,06-08-2025,6,4.5,TRUE,Damaged
Fb000626,Bottoms,Mango,Fall,M,Beige,93.01,12.1,93.01,06-08-2025,34,1.4,FALSE,
Fb000627,Tops,Gap,Winter,S,Brown,75,12.1,75,06-08-2025,19,1.6,FALSE,
Fb000628,Outerwear,Zara,Fall,M,Blue,81.63,12.4,71.51,06-08-2025,3,2.9,FALSE,
Fb000629,Bottoms,Uniqlo,Spring,Xl,Gray,109.81,12.1,109.81,24-07-2025,17,1.9,FALSE,
Fb000630,Bottoms,Ann Taylor,Fall,unknown size,Black,47.7,12.1,47.7,06-08-2025,14,2.3,FALSE,
Fb000631,Tops,Banana Republic,Winter,S,Red,96.08,12.1,96.08,06-08-2025,7,2.5,FALSE,
Fb000632,Tops,H&M,Winter,Xs,Brown,28,2.6,27.27,06-08-2025,2,2.9,FALSE,
Fb000633,Bottoms,Zara,Winter,S,Brown,52.43,6.4,49.07,06-08-2025,42,2.6,FALSE,
Fb000634,Accessories,Gap,Summer,unknown size,Pink,67.95,18.3,55.52,06-08-2025,37,2.9,FALSE,
Fb000635,Dresses,Ann Taylor,Fall,unknown size,Red,131.92,12.1,131.92,06-08-2025,10,2.5,FALSE,
Fb000636,Outerwear,Ann Taylor,Spring,Xs,White,205.77,12.1,205.77,31-01-2025,38,1,FALSE,
Fb000637,Tops,Uniqlo,Winter,Xl,White,97.88,11.3,86.82,06-08-2025,27,1.3,FALSE,
Fb000638,Shoes,Zara,Summer,L,Gray,109.55,12.1,109.55,06-08-2025,32,1.4,FALSE,
Fb000639,Bottoms,Zara,Fall,L,Gray,52.94,112.1.6,47.33,06-08-2025,50,2.7,FALSE,
Fb000640,Bottoms,Banana Republic,Winter,Xs,Pink,70.83,18,58.08,06-08-2025,21,2.9,FALSE,
Fb000641,Dresses,Mango,Fall,L,Navy,53.17,12.1,53.17,06-08-2025,14,4.5,TRUE,Changed Mind
Fb000642,Bottoms,Banana Republic,Summer,Xs,Beige,119.56,46.2,64.32,06-08-2025,14,2.9,FALSE,
Fb000643,Dresses,Mango,Winter,S,Blue,144.43,12.1,144.43,06-08-2025,41,3.6,FALSE,
Fb000644,Outerwear,Mango,Spring,S,Purple,172.93,12.1,172.93,12-04-2025,43,4.7,TRUE,Quality Issue
Fb000645,Outerwear,Gap,Winter,Xl,Beige,191.95,412.1.4,114.4,06-08-2025,21,2.9,FALSE,
Fb000646,Dresses,H&M,Winter,M,Black,128.56,12.1,128.56,06-08-2025,45,2.4,FALSE,
Fb000647,Dresses,H&M,Summer,L,White,123.08,53,57.85,06-08-2025,38,2.5,FALSE,
Fb000648,Outerwear,Ann Taylor,Spring,S,Purple,119.78,12.1,119.78,04-04-2025,22,1.5,TRUE,Color Mismatch
Fb000649,Bottoms,Banana Republic,Summer,Xs,White,110.6,12.1,110.6,06-08-2025,19,2.9,TRUE,Color Mismatch
Fb000650,Tops,Zara,Spring,S,Purple,58.16,12.1,58.16,02-07-2025,29,4.1,FALSE,
Fb000651,Outerwear,Mango,Fall,S,Green,208.82,12.1,208.82,06-08-2025,45,1.8,FALSE,
Fb000652,Shoes,Ann Taylor,Winter,M,Black,192.74,12.1,192.74,06-08-2025,43,4.3,FALSE,
Fb000653,Accessories,Gap,Fall,unknown size,Red,71.82,18.4,58.61,06-08-2025,50,1.9,FALSE,
Fb000654,Shoes,Zara,Summer,Xs,Red,145.4,12.1,145.4,06-08-2025,14,2,FALSE,
Fb000655,Bottoms,Mango,Summer,Xxl,Brown,51.94,12.1,51.94,06-08-2025,9,3.2,FALSE,
Fb000656,Accessories,Ann Taylor,Spring,unknown size,Black,77.48,12.1,77.48,07-10-2024,49,3.3,TRUE,Quality Issue
Fb000657,Dresses,Mango,Summer,L,Black,59.66,45.2,32.69,06-08-2025,14,2.6,FALSE,
Fb000658,Bottoms,Uniqlo,Summer,S,Red,102.07,12.1,102.07,06-08-2025,26,2.9,TRUE,Color Mismatch
Fb000659,Accessories,Banana Republic,Spring,unknown size,Gray,48.57,12.1,48.57,06-12-2024,12,4.7,FALSE,
Fb000660,Shoes,Gap,Summer,M,Navy,121.55,12.1,121.55,06-08-2025,16,2.9,TRUE,Damaged
Fb000661,Accessories,Ann Taylor,Winter,unknown size,Navy,59.22,44.8,32.69,06-08-2025,21,2,FALSE,
Fb000662,Tops,Ann Taylor,Spring,Xs,Beige,58.5,2.1,57.27,23-05-2025,24,3.9,FALSE,
Fb000663,Accessories,Forever21,Fall,unknown size,Green,73.85,12.1,73.85,06-08-2025,46,2,FALSE,
Fb000664,Bottoms,H&M,Summer,Xxl,Red,114.32,36.5,72.59,06-08-2025,41,4.1,FALSE,
Fb000665,Bottoms,Forever21,Summer,Xs,Gray,91.4,11,81.35,06-08-2025,18,1.6,FALSE,
Fb000666,Accessories,Forever21,Winter,unknown size,Navy,69.77,12.1,69.77,06-08-2025,30,2.9,TRUE,Color Mismatch
Fb000667,Tops,H&M,Summer,L,Black,72.95,12.1,72.95,06-08-2025,27,4.8,FALSE,
Fb000668,Bottoms,Ann Taylor,Summer,Xl,Beige,63.99,42.2,36.99,06-08-2025,35,3.2,FALSE,
Fb000669,Dresses,Banana Republic,Summer,Xl,Blue,74.84,51.9,36,06-08-2025,35,2.5,FALSE,
Fb000670,Outerwear,H&M,Spring,Xs,Black,158.84,12.1,158.84,16-04-2025,30,4.6,FALSE,
Fb000671,Shoes,Mango,Spring,M,Brown,96.36,58.6,39.89,10-02-2025,16,3.9,FALSE,
Fb000672,Bottoms,H&M,Spring,Xs,Purple,51.06,13.9,43.96,16-08-2024,16,1.3,FALSE,
Fb000673,Bottoms,Banana Republic,Summer,L,Navy,49.75,26.4,36.62,06-08-2025,24,3.8,FALSE,
Fb000674,Dresses,Mango,Spring,Xs,Pink,148.98,12.1,148.98,26-10-2024,11,2.2,TRUE,Wrong Item
Fb000675,Accessories,Gap,Winter,unknown size,Gray,72.24,12.1,72.24,06-08-2025,35,4.1,FALSE,
Fb000676,Tops,Mango,Winter,Xs,Blue,94.92,12.1,94.92,06-08-2025,5,3.3,FALSE,
Fb000677,Outerwear,Banana Republic,Fall,Xxl,Brown,91.08,12.1,91.08,06-08-2025,47,4.9,FALSE,
Fb000678,Accessories,Banana Republic,Fall,unknown size,Brown,49.72,58.3,20.73,06-08-2025,4,1.6,FALSE,
Fb000679,Accessories,Gap,Winter,unknown size,Purple,23.09,7.1,21.45,06-08-2025,11,1.2,FALSE,
Fb000680,Accessories,Zara,Spring,unknown size,Red,49.95,12.1,49.95,17-09-2024,29,4.3,FALSE,
Fb000681,Accessories,Forever21,Winter,unknown size,Green,25.7,12.1,25.7,06-08-2025,38,3.2,TRUE,Quality Issue
Fb000682,Shoes,Mango,Summer,Xs,Green,175.22,12.1,175.22,06-08-2025,8,4.9,FALSE,
Fb000683,Bottoms,Ann Taylor,Summer,Xs,Gray,37.57,12.1,37.57,06-08-2025,18,1.9,FALSE,
Fb000684,Outerwear,Zara,Spring,M,Green,245.87,12.1,245.87,24-06-2025,27,2.6,FALSE,
Fb000685,Bottoms,Banana Republic,Winter,Xs,Red,116.92,12.1,116.92,06-08-2025,13,3.2,FALSE,
Fb000686,Dresses,Ann Taylor,Winter,L,Pink,103.11,12.1,103.11,06-08-2025,17,2.9,FALSE,
Fb000687,Outerwear,Uniqlo,Fall,M,Purple,238.89,12.1.5,237.7,06-08-2025,28,2.7,FALSE,
Fb000688,Shoes,Uniqlo,Summer,Xs,Pink,86.81,12.6,75.87,06-08-2025,6,1.7,FALSE,
Fb000689,Bottoms,Mango,Summer,Xs,Blue,58.8,11.8,51.86,06-08-2025,8,2.9,FALSE,
Fb000690,Bottoms,Ann Taylor,Spring,Xl,Beige,41.65,52,19.99,16-05-2025,20,1.2,FALSE,
Fb000691,Tops,H&M,Spring,Xl,Black,61.67,46.4,33.06,15-07-2025,50,2.7,FALSE,
Fb000692,Bottoms,H&M,Fall,Xs,Black,40.39,12.1,40.39,06-08-2025,16,2.9,FALSE,
Fb000693,Tops,Ann Taylor,Fall,Xxl,Purple,95.13,45.4,51.94,06-08-2025,46,2.5,FALSE,
Fb000694,Bottoms,Zara,Fall,S,Green,115.14,12.1,115.14,06-08-2025,43,2.5,FALSE,
Fb000695,Tops,H&M,Summer,unknown size,Beige,59.58,12.1,59.58,06-08-2025,27,3.3,FALSE,
Fb000696,Shoes,Uniqlo,Spring,M,Purple,169.89,12.1,169.89,14-07-2025,12,1.2,FALSE,
Fb000697,Shoes,Mango,Winter,S,Black,117.38,22.5,90.97,06-08-2025,42,2.8,TRUE,Color Mismatch
Fb000698,Tops,Mango,Winter,S,Pink,118.95,12.1,118.95,06-08-2025,18,1.9,TRUE,Quality Issue
Fb000699,Accessories,Uniqlo,Fall,unknown size,Red,39.3,12.1,39.3,06-08-2025,39,2.9,FALSE,
Fb000700,Tops,H&M,Winter,L,Beige,74.3,12.1,74.3,06-08-2025,31,3.8,TRUE,Wrong Item
Fb000701,Bottoms,H&M,Spring,Xs,Brown,62.97,12.1,62.97,26-05-2025,5,3.5,FALSE,
Fb000702,Accessories,H&M,Summer,unknown size,Gray,73.6,12.1,73.6,06-08-2025,1,1.8,FALSE,
Fb000703,Accessories,Mango,Spring,unknown size,Black,77.85,34.9,50.68,05-08-2025,11,2.9,FALSE,
Fb000704,Tops,Forever21,Summer,unknown size,Red,94.31,12.1,94.31,06-08-2025,20,3,FALSE,
Fb000705,Bottoms,Ann Taylor,Spring,unknown size,Navy,60.36,12.1,60.36,01-09-2024,35,3.3,FALSE,
Fb000706,Bottoms,Mango,Summer,Xxl,Brown,94.85,12.1,94.85,06-08-2025,28,1.5,FALSE,
Fb000707,Accessories,Uniqlo,Winter,unknown size,Blue,30.52,7.9,28.11,06-08-2025,43,4.7,FALSE,
Fb000708,Dresses,Mango,Summer,Xs,Navy,97.06,12.1,97.06,06-08-2025,24,3.9,FALSE,
Fb000709,Bottoms,Forever21,Summer,M,Purple,57.85,35.4,37.37,06-08-2025,17,2.9,FALSE,
Fb000710,Tops,Zara,Fall,M,White,51.35,19.7,41.23,06-08-2025,39,1.3,FALSE,
Fb000711,Accessories,Ann Taylor,Spring,unknown size,Black,61.34,45.4,33.49,03-02-2025,46,2.9,FALSE,
Fb000712,Outerwear,Banana Republic,Summer,L,Purple,189.28,12.1,189.28,06-08-2025,41,2.7,TRUE,Wrong Item
Fb000713,Tops,Banana Republic,Summer,Xxl,Purple,86.67,35.8,55.64,06-08-2025,2,4.9,FALSE,
Fb000714,Bottoms,Ann Taylor,Spring,S,Navy,102.84,12.1,102.84,10-09-2024,27,1.8,FALSE,
Fb000715,Outerwear,Zara,Fall,Xxl,Green,225.21,12.1,225.21,06-08-2025,27,3.1,TRUE,Changed Mind
Fb000716,Dresses,Uniqlo,Winter,Xl,Gray,48.91,27.8,35.31,06-08-2025,0,4.1,FALSE,
Fb000717,Outerwear,Forever21,Fall,L,Pink,145.93,12.1,145.93,06-08-2025,19,1.5,FALSE,
Fb000718,Outerwear,Banana Republic,Winter,unknown size,Green,225.92,43.7,127.19,06-08-2025,30,3.2,FALSE,
Fb000719,Outerwear,Uniqlo,Summer,Xl,Green,202.18,39.7,121.91,06-08-2025,20,4.1,FALSE,
Fb000720,Tops,Uniqlo,Fall,Xl,Blue,51.85,12.1,51.85,06-08-2025,28,2.9,FALSE,
Fb000721,Tops,Uniqlo,Summer,L,Gray,75.34,12.1,75.34,06-08-2025,21,2.9,FALSE,
Fb000722,Shoes,Gap,Spring,S,Pink,92.09,54.9,41.53,19-01-2025,44,2.2,FALSE,
Fb000723,Accessories,Zara,Fall,unknown size,Blue,56.39,12.1,56.39,06-08-2025,49,4.2,FALSE,
Fb000724,Tops,Mango,Fall,L,Pink,108.75,12.1,108.75,06-08-2025,38,3.8,FALSE,
Fb000725,Dresses,Uniqlo,Spring,S,Red,156.85,12.1,156.85,01-04-2025,48,3.4,FALSE,
Fb000726,Outerwear,Uniqlo,Spring,Xs,Brown,168.13,12.1,168.13,18-04-2025,42,2.5,FALSE,
Fb000727,Shoes,Forever21,Summer,S,Green,145.79,57,62.69,06-08-2025,46,2.9,FALSE,
Fb000728,Bottoms,Gap,Winter,S,White,54.14,12.1,54.14,06-08-2025,32,2.9,FALSE,
Fb000729,Accessories,Zara,Fall,unknown size,Navy,45.64,12.1,45.64,06-08-2025,36,3.6,TRUE,Size Issue
Fb000730,Bottoms,Mango,Fall,S,Red,46.76,12.1,46.76,06-08-2025,38,2.7,FALSE,
Fb000731,Dresses,Banana Republic,Winter,unknown size,Gray,75.23,12.1,75.23,06-08-2025,42,1.7,TRUE,Quality Issue
Fb000732,Dresses,Mango,Summer,Xl,White,70.38,12.1,70.38,06-08-2025,37,2,FALSE,
Fb000733,Bottoms,H&M,Summer,M,Pink,76.04,12.1,76.04,06-08-2025,13,4.4,FALSE,
Fb000734,Shoes,Uniqlo,Summer,Xs,Black,110.82,15.7,93.42,06-08-2025,43,2.9,TRUE,Size Issue
Fb000735,Accessories,Forever21,Fall,unknown size,Navy,47.47,12.1,47.47,06-08-2025,42,4.7,FALSE,
Fb000736,Accessories,Gap,Spring,unknown size,Red,79.94,12.1,79.94,31-07-2025,26,3.8,FALSE,
Fb000737,Bottoms,Banana Republic,Fall,Xxl,Navy,74.67,12.1,74.67,06-08-2025,15,4.6,FALSE,
Fb000738,Dresses,Forever21,Fall,Xxl,Brown,63.79,35.5,41.14,06-08-2025,15,3.1,TRUE,Quality Issue
Fb000739,Bottoms,Ann Taylor,Fall,Xxl,Brown,49.6,12.1,49.6,06-08-2025,32,4.7,FALSE,
Fb000740,Tops,Zara,Spring,Xl,Red,57.91,12.1,57.91,13-03-2025,33,3.9,FALSE,
Fb000741,Dresses,Uniqlo,Summer,Xl,Pink,135.99,12.1,135.99,06-08-2025,34,3,FALSE,
Fb000742,Dresses,Mango,Winter,S,Purple,53.49,21.8,41.83,06-08-2025,41,2.1,FALSE,
Fb000743,Tops,Forever21,Summer,S,Pink,113.29,34,74.77,06-08-2025,10,2.9,FALSE,
Fb000744,Tops,H&M,Winter,L,White,110.87,6,104.22,06-08-2025,15,2.9,FALSE,
Fb000745,Tops,Ann Taylor,Fall,unknown size,Navy,94.3,12.1,94.3,06-08-2025,16,2.9,FALSE,
Fb000746,Accessories,Forever21,Spring,unknown size,Red,37.94,12.1,37.94,08-10-2024,9,4.6,FALSE,
Fb000747,Outerwear,Ann Taylor,Winter,Xxl,Gray,200.24,23,154.18,06-08-2025,38,2.9,FALSE,
Fb000748,Accessories,Forever21,Winter,unknown size,Purple,43.45,12.1,43.45,06-08-2025,50,4,FALSE,
Fb000749,Bottoms,Forever21,Summer,L,Red,76.92,9.6,69.54,06-08-2025,20,2,FALSE,
Fb000750,Accessories,Forever21,Fall,unknown size,White,21.09,12.1,21.09,06-08-2025,33,4.1,TRUE,Size Issue
Fb000751,Dresses,Banana Republic,Winter,Xl,Green,55.47,12.1,55.47,06-08-2025,18,2.9,FALSE,
Fb000752,Outerwear,H&M,Spring,Xxl,White,122.53,12.1,122.53,21-09-2024,25,2.9,FALSE,
Fb000753,Accessories,Uniqlo,Summer,unknown size,Beige,61.13,12.1,61.13,06-08-2025,34,2.6,FALSE,
Fb000754,Outerwear,Uniqlo,Spring,Xs,Brown,127.59,12.1,127.59,08-05-2025,1,4.9,FALSE,
Fb000755,Accessories,Ann Taylor,Summer,unknown size,Navy,73.04,12.1,73.04,06-08-2025,44,4.2,FALSE,
Fb000756,Outerwear,Uniqlo,Winter,Xl,Beige,129.46,12.1,129.46,06-08-2025,32,4,FALSE,
Fb000757,Accessories,Banana Republic,Winter,unknown size,White,51.3,12.1,51.3,06-08-2025,33,2.9,FALSE,
Fb000758,Dresses,H&M,Spring,L,Gray,173,12.1,173,12-04-2025,13,3.9,FALSE,
Fb000759,Accessories,Uniqlo,Summer,unknown size,Green,70.72,12.1,70.72,06-08-2025,18,2.8,FALSE,
Fb000760,Dresses,Forever21,Summer,S,Black,126.37,12.1,126.37,06-08-2025,42,2,FALSE,
Fb000761,Bottoms,Zara,Winter,Xxl,Blue,84.19,9.6,76.11,06-08-2025,45,2.1,FALSE,
